,example_english,example_korean
329,A small conflict often hurts very good friends.,작은 갈등은 종종 좋은 친구들을 아프게 해요.
330,The loud noise can confuse many curious kids.,큰 소리가 많은 호기심 많은 아이들을 혼란시키고 있어요.
331,The girl is always conscious of her behavior.,그 소녀는 항상 자신의 행동을 의식해요.
332,Good consumption always helps families save money daily.,좋은 소비는 가족들이 돈을 절약하도록 도와줘요.
333,The daily consumption of water is very important.,매일 물 소비가 매우 중요해요.
334,I always try to convince my best friend.,저는 항상 제 최고 친구를 설득하려고 해요.
335,The town council meets every Friday to decide.,마을 협의회는 매 금요일에 만나서 결정해요.
336,The local council meets every Tuesday at noon.,지역 의회는 매주 화요일에 모여요.
337,Toys might crash if they are piled high.,장난감들이 높게 쌓이면 붕괴할 수 있어요.
338,The fast car may crash into the tree.,빠른 차가 나무를 들이받을 수 있어요.
339,"Yesterday, the loud car crash startled many people.","어제, 큰 소리의 자동차 사고가 많은 사람들을 놀라게 했어요."
340,A sudden stock crash severely affected many investors.,갑작스런 주가 폭락이 많은 투자자들에게 영향을 주었어요.
341,A small crash happened on the busy road.,작은 충돌이 바쁜 길에서 발생했어요.
342,The glass made a crash when it broke.,유리가 부서질 때 와장창 소리를 냈어요.
343,There is a crisis affecting our whole country.,우리 나라 전체에 위기가 있어요.
344,The snake will curl along the tree branch.,뱀이 나뭇가지 주위를 휘어요.
345,She always curls her long hair with care.,그녀는 항상 긴 머리를 정성껏 말아줘요.
346,My hair curls always in the windy breeze.,내 머리는 항상 바람 속에서 곱슬곱슬해요.
347,I dare to try eating very spicy food.,저는 매우 매운 음식을 감히 먹어봐요.
348,The kind dog always delights the little children.,그 착한 강아지가 작은 아이들을 기쁘게 해요.
349,The clown brought delight to all the audience.,광대가 모든 관중에게 기쁨을 주었어요.
350,Some people demonstrate peacefully in the big park.,어떤 사람들은 큰 공원에서 평화롭게 시위운동을 해요.
351,My teacher can clearly demonstrate the safe method.,우리 선생님은 안전한 방법을 입증할 수 있어요.
352,Teacher will demonstrate how to use a tool.,선생님이 도구 사용법을 보여줘요.
353,Our kind teacher will demonstrate a fun experiment.,우리 착한 선생님이 재미있는 실험을 보여주실 거예요.
354,I truly deserve my reward for hard work.,저는 열심히 일해서 보상을 받을 만해요.
355,He was desperate to solve his math problem.,그는 수학 문제를 풀기 위해 필사적이었어요.
356,I feel really desperate on a cold day.,나는 추운 날 정말 절망적이에요.
357,He is desperate for a brand new bicycle.,그는 새 자전거를 간절히 원해요.
358,The situation is desperate in this dark storm.,이 상황은 어두운 폭풍 속에 대단히 위험해요.
359,My friend is disabled but still plays games.,내 친구는 장애를 가진 하지만 게임을 해요.
360,The messy room was full of disorder today.,오늘 엉망인 방은 무질서로 가득해요.
361,This learning disorder sometimes makes school work hard.,이 학습 장애는 가끔 학교 숙제가 어렵게 만들어요.
362,Our district holds many fun local community events.,우리 구역에는 재미있는 지역 행사들이 있어요~요.
363,Please document each step of our science project.,우리 과학 프로젝트의 각 단계를 상세히 기록해요.
364,I carefully signed the important document at school.,저는 학교에서 중요한 서류에 서명했어요.
365,I like domestic dinners with all my family.,나는 온 가족과 가정의 저녁 식사를 좋아해요.
366,Domestic movies always show our local culture clearly.,국내 영화는 항상 우리 지역 문화를 명확하게 보여줘요.
367,I really doubt his answer is true today.,나는 오늘 그의 답이 맞는지 정말 의심해요.
368,I always have a little doubt about everything.,저는 항상 모든 것에 대해 약간의 의심을 가져요.
369,Mom asked him to drag his bag slowly.,엄마가 그에게 가방을 질질 끌라고 했어요.
370,You drag the red box very slowly today.,너는 빨간 상자를 오늘 아주 천천히 움직여요.
371,Homework is a drag on my free time.,숙제는 내 자유 시간을 걸림돌이에요.
372,The fast car faces strong drag in air.,빠른 자동차는 공기 중 강한 항력을 받아요.
373,"Every year, people pay duty on small purchases.","매년, 사람들은 작은 구매에 세금을 내요."
374,It is our duty always to help others.,남을 돕는 것은 우리의 의무예요.
375,My duty is to help kids every day.,나의 업무는 매일 아이들을 돕는 거예요.
376,Light is a vital element in our lives.,빛은 우리 삶의 중요한 요소예요.
377,Oxygen is an important element for our air.,산소는 우리 공기를 위한 중요한 원소예요.
378,We always emphasize reading many books in class.,우리는 항상 교실에서 많은 책을 읽는 것을 강조해요.
379,Our store will employ good new workers today.,우리 가게는 오늘 좋은 새 직원들을 고용할 거예요.
380,People employ a computer to study every day.,사람들은 매일 공부하기 위해 컴퓨터를 사용해요.
381,Police always enforce the law in our country.,경찰은 우리나라에서 항상 법을 시행해요.
382,Parents often enforce the bedtime rules every night.,부모님들은 종종 취침 규칙을 강요해요.
383,The enormous elephant walked slowly in the park.,거대한 코끼리가 공원에서 천천히 걸었어요.
384,The enormous tree gives shade to many people.,엄청난 나무는 수많은 사람들에게 그늘을 줘요.
385,They establish a happy school in our town.,그들은 우리 동네에 행복한 학교를 설립해요.
386,Teachers establish clear class rules for every lesson.,선생님들이 매 수업마다 명확한 규칙을 확립해요.
387,Teachers estimate students by their behavior each day.,선생님들은 학생들의 행동을 매일 평가해요.
388,We always expand our world with new friends.,우리는 항상 새로운 친구들로 세상을 확장해요.
389,The expense for our class trip was high.,우리 학급 소풍의 비용이 높았어요.
390,They carefully reached the extreme of the mountain.,그들은 조심스럽게 산의 극단까지 갔어요.
391,The storm had extreme wind and heavy rain.,폭풍에는 극도의 바람과 강한 비가 있었어요.
392,My pet parrot will fascinate many small kids.,내 애완 앵무새는 많은 작은 아이들을 매혹할 거예요.
393,The flame gently danced in the cool night.,불꽃이 부드럽게 밤에 춤췄어요.
394,I do not force anyone to help me.,나는 누구에게도 나를 돕도록 강요하지 않아요.
395,Her strong force helps her lift heavy books.,그녀의 강한 힘은 무거운 책을 들어 올리는 데 도움을 줘요.
396,The foundation established our new community learning center.,재단이 우리 새로운 동네 학습 센터를 설립했어요.
397,The foundation is the base for all buildings.,건물의 기초는 모든 건물의 토대예요.
398,The foundation supports many children's art every year.,그 재단은 많은 어린이들의 미술을 지원해요.
399,The dark night suddenly filled me with fright.,어두운 밤이 나에게 갑자기 공포를 줬어요.
400,My school function is really fun for everyone.,우리 학교 행사는 모두에게 정말 재미있어요.
401,A function is used in school math today.,함수는 오늘 학교 수학에서 사용돼요.
402,I will fund our class fun school trip.,나는 우리 반의 즐거운 학교 여행에 자금을 대요.
403,My club raised the fund for new books.,우리 동아리가 새 책을 위한 기금을 모았어요.
404,The bear's fur is thick and very soft.,곰의 모피는 두껍고 매우 부드러워요.
405,The cute cat proudly shows its soft fur.,귀여운 고양이가 부드러운 털을 자랑해요.
406,She will gain strength by exercising every day.,그녀는 매일 운동하며 힘을 늘릴 거예요.
407,I gain confidence when I try new things.,나는 새로운 것을 시도할 때 자신감을 얻어요.
408,A small gain helps us grow our money.,작은 이익이 우리 돈을 늘려요.
409,She can glance at the big clock now.,그녀는 큰 시계를 흘끗 볼 수 있어요.
410,Our team felt great glory after the win.,우리 팀은 승리 후에 큰 영광을 느꼈어요.
411,The castle looks grand on bright sunny mornings.,그 성은 밝은 아침에 웅장해요.
412,I guarantee fun classes for every kind student.,모든 착한 학생에게 즐거운 수업을 보증해요.
413,The seller gives a guarantee for product safety.,판매자는 제품 안전 보증서를 줘요.
414,The judge said that the man is guilty.,판사가 그 남자가 유죄라고 말했어요.
415,He felt guilty for breaking his friend's promise.,그는 친구의 약속을 어겨서 죄책감이 들었어요.
416,She clearly shows her identity through creative art.,그녀는 언제나 창의적인 예술을 통해 자신의 독자성을 드러내요.
417,Our team has a clear identity and bond.,우리 팀은 명확한 동일함과 유대감을 갖고 있어요.
418,My small school card shows my real identity.,내 작은 학교 카드가 내 진짜 신원을 보여요.
419,My identity is part of who I am.,내 정체성은 내가 누구인지의 일부에요.
420,The innocent girl smiles in the sunny park.,순진한 소녀는 화창한 공원에서 웃어요.
421,The innocent boy did not tell any lies.,결백한 소년은 거짓말하지 않았어요.
422,My teacher insists that we do our homework.,우리 선생님은 우리가 숙제를 해야 한다고 주장해요.
