fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The series of setbacks can ___ even the most optimistic individuals.,연속되는 실패는 심지어 가장 낙관적인 사람들을 [[좌절시키다]]할 수 있어요.,frustrate,It starts with 'f'!,f로 시작하는 단어예요!
"At the zoo, the ______ is known for its towering height and long neck.",동물원에서 [[기린]]은(는) 긴 목으로 높은 나무 잎을 먹어요.,giraffe,Rearrange these letters!: F A G I F R E,다음 글자들을 재배열 해보세요!: F A G I F R E
He enjoys playing ___ on sunny afternoons.,그는 맑은 오후에 [[골프]]를 즐겨요.,golf,It has 4 letters!,4글자예요!
The judge decided to ___ the defendant's request.,판사는 피고의 요청을 [[승인]]하기로 결정했어요.,grant,Rearrange these letters!: R A N T G,다음 글자들을 재배열 해보세요!: R A N T G
The university received a ___ to fund its new research center.,대학교는 새로운 연구 센터를 위해 [[보조금]]을 받았어요.,grant,Rearrange these letters!: G R A N T,다음 글자들을 재배열 해보세요!: G R A N T
The foundation secured a ___ to fund the new community center.,재단은 새로운 커뮤니티 센터를 위해 [[기부금]]을 확보했어요.,grant,It has 5 letters!,5글자예요!
The artist's work is so ___ that every detail bursts with realism.,그 화가의 작품은 너무 [[생생한]]해서 모든 디테일이 사실적으로 느껴져요.,graphic,Rearrange these letters!: P I G A C R H,다음 글자들을 재배열 해보세요!: P I G A C R H
The website's ______ design impressed all the visitors.,이 웹사이트는 [[그래픽]] 디자인을 자랑해요.,graphic,Rearrange these letters!: A P H G I R C,다음 글자들을 재배열 해보세요!: A P H G I R C
"After being caught, he could not escape the feeling of ____.",잡힌 후에 그는 [[유죄]]의 감정을 피할 수 없었어요.,guilt,Rearrange these letters!: L T G I U,다음 글자들을 재배열 해보세요!: L T G I U
"After the mistake, he could not shake off his ___.","실수를 한 후, 그는 [[죄책]]에 시달렸어요.",guilt,It has 5 letters!,5글자예요!
The soldier held his ___ tightly.,군인은 전투 중에 그의 [[총]]을 꼭 쥐었어요.,gun,It starts with 'g'!,g로 시작하는 단어예요!
The rescue team arrived in a _____ at the accident site.,구조대는 사고 현장에 [[헬리콥터]]으로 도착했어요.,helicopter,Rearrange these letters!: P R E C T O H E L I,다음 글자들을 재배열 해보세요!: P R E C T O H E L I
"In many religious texts, ___ is described as a place of eternal suffering.",많은 종교 경전에서는 [[지옥]]이 영원한 고통의 장소로 묘사돼요.,hell,It starts with 'h'!,h로 시작하는 단어예요!
"During our road trip, we drove on the ______ for most of the journey.",여행 동안 우리는 대부분의 거리를 [[고속도로]]를 타고 이동했어요.,highway,Rearrange these letters!: W A H G I Y H,다음 글자들을 재배열 해보세요!: W A H G I Y H
We stayed at the _____ during our vacation.,우리는 휴가 동안 [[호텔]]에 머물렀어요.,hotel,It has 5 letters!,5글자예요!
"During the prolonged siege, the people endured intense ____ as food became scarce.","장기간 포위 동안, 사람들은 음식이 부족해 심한 [[굶주림]]을 겪었어요.",hunger,Rearrange these letters!: R E H N U G,다음 글자들을 재배열 해보세요!: R E H N U G
The principal will ___ the students about the upcoming event.,교장선생님이 학생들에게 [[정보 제공]]할 거예요.,inform,Rearrange these letters!: R M I F O N,다음 글자들을 재배열 해보세요!: R M I F O N
Could you ___ me about the meeting details?,회의 세부 정보를 [[알리]]해주세요.,inform,Rearrange these letters!: M I N F O R,다음 글자들을 재배열 해보세요!: M I N F O R
The professor gave an ___ to illustrate the concept.,교수님은 복잡한 이론을 설명하기 위해 한 [[사례]]를 제시했어요.,instance,It starts with 'i'!,i로 시작하는 단어예요!
The insurance company will ____ your home in case of fire.,보험회사는 화재 시 집을 [[보장]]합니다.,insure,Rearrange these letters!: R E I N U S,다음 글자들을 재배열 해보세요!: R E I N U S
"Before taking a long road trip, remember to ___ your car.",장거리 여행 전에 당신의 차에 [[보험을 계약]]하는 것을 잊지 마세요.,insure,It has 6 letters!,6글자예요!
He always wears ___ for casual outings.,그는 캐주얼한 외출 때 항상 [[청바지]]를 입어요.,jeans,It has 5 letters!,5글자예요!
His ____ in science contributed greatly to the breakthrough.,그의 [[지식]]이 과학 분야에서 큰 기여를 했어요.,knowledge,Rearrange these letters!: O K E N W D L G E,다음 글자들을 재배열 해보세요!: O K E N W D L G E
The team joined the ______ to compete at a national level.,그 팀은 전국 단위에서 경쟁하기 위해 [[리그]]에 가입했어요.,league,Rearrange these letters!: G U E L A E,다음 글자들을 재배열 해보세요!: G U E L A E
I squeezed a ___ into the drink for extra zest.,나는 음료에 ___을 넣어 상큼함을 더했어요.,lemon,Rearrange these letters!: M O L N E,다음 글자들을 재배열 해보세요!: M O L N E
The bank approved his ___ to purchase his car.,은행은 그가 자신의 차를 구매하기 위해 요청한 [[대출]]을 승인했어요.,loan,Rearrange these letters!: A N O L,다음 글자들을 재배열 해보세요!: A N O L
The athlete reached the ___ level of performance during the competition.,운동선수는 대회 중에 [[최대한의]] 기량을 발휘했어요.,maximum,Rearrange these letters!: X M I M U M A,다음 글자들을 재배열 해보세요!: X M I M U M A
I enjoyed a refreshing ______ on a hot summer day.,나는 더운 여름날 상큼한 [[멜론]]을 즐겼어요.,melon,Rearrange these letters!: L O N E M,다음 글자들을 재배열 해보세요!: L O N E M
I used the ___ to heat my food quickly.,나는 음식을 빠르게 데우기 위해 [[전자레인지]]를 사용했어요.,microwave,Rearrange these letters!: W A M I C R O V E,다음 글자들을 재배열 해보세요!: W A M I C R O V E
I put the leftovers into the ___ to reheat them quickly.,나는 남은 음식을 빠르게 데우려고 [[마이크로파]]에 넣었어요.,microwave,Rearrange these letters!: W A V E I C R O M,다음 글자들을 재배열 해보세요!: W A V E I C R O M
The factory uses a ___ to process grain into flour.,공장은 곡물을 [[제분]]하여 밀가루로 만듭니다.,mill,It has 4 letters!,4글자예요!
They built a new ____ to grind grain.,새로운 [[물방앗간]]에서 곡식을 빻았어요.,mill,It starts with 'm'!,m으로 시작하는 단어예요!
The law prohibits ___ from purchasing alcohol.,법은 [[미성년자]]의 주류 구매를 금지해요.,minor,Rearrange these letters!: N I O M R,다음 글자들을 재배열 해보세요!: N I O M R
The symphony was composed in ___ to evoke a somber mood.,그 교향곡은 음울한 분위기를 자아내기 위해 [[단조]]로 작곡되었어요.,minor,It starts with 'm'!,m로 시작하는 단어예요!
The university allows students to pursue a ___ alongside their major.,대학은 학생들이 전공과 함께 [[부전공]]을 선택할 수 있어요.,minor,It has 5 letters!,5글자예요!
"Although his role was ___ in the play, he delivered an outstanding performance.","비록 그의 역할은 [[작은]] 부분이었지만, 그는 뛰어난 연기를 펼쳤어요.",minor,Rearrange these letters!: O I N M R,다음 글자들을 재배열 해보세요!: O I N M R
The side issue was considered ______ by the team.,회의 중 그 문제는 [[사소한]] 것으로 여겨졌어요.,minor,It has 5 letters!,5글자예요!
The surgeon carefully avoided cutting the patient's ______ during the operation.,외과의사는 수술 중 환자의 [[신경]]을 조심스럽게 피했어요.,nerve,Rearrange these letters!: V E R N E,다음 글자들을 재배열 해보세요!: V E R N E
It takes a lot of ______ to speak in front of a crowd.,관중 앞에서 말하기 위해서는 많은 [[용기]]가 필요해요.,nerve,Rearrange these letters!: V E N E R,다음 글자들을 재배열 해보세요!: V E N E R
"I called all my friends, but ___ answered the phone.","모든 친구들에게 전화했지만, [[아무도]] 전화를 받지 않았어요.",none,Rearrange these letters!: O N N E,다음 글자들을 재배열 해보세요!: O N N E
"She didn't call, ___ did she text.","그녀는 전화하지 않았고, ___ 문자도 보내지 않았어요.",nor,Rearrange these letters!: R O N,다음 글자들을 재배열 해보세요!: R O N
"After a long and exhausting search, he discovered ______ that could offer any refuge.","긴 시간의 지친 수색 끝에, 그가 찾은 피난처는 [[아무데도]] 없었어요.",nowhere,Rearrange these letters!: E R O N W H E,다음 글자들을 재배열 해보세요!: E R O N W H E
The ancient ___ tree has witnessed many seasons.,그 오래된 [[오크나무]]는 수많은 계절을 견뎌냈어요.,oak,Rearrange these letters!: K O A,다음 글자들을 재배열 해보세요!: K O A
The sudden ______ during the festival left everyone amazed.,축제 중에 갑작스러운 [[발생]]이 모두를 놀라게 했어요.,occurrence,Rearrange these letters!: C O R E N U C R E C,다음 글자들을 재배열 해보세요!: C O R E N U C R E C
I had the opportunity to attend a stunning ___ last night.,나는 어젯밤에 멋진 [[오페라]]를 관람했어요.,opera,Rearrange these letters!: A P O E R,다음 글자들을 재배열 해보세요!: A P O E R
"If it's the right thing, you ___ help those in need.","옳은 일이라면, 너는 어려움에 처한 사람들을 [[해야]] 해.",ought,Rearrange these letters!: T G O U H,다음 글자들을 재배열 해보세요!: T G O U H
I put the pizza in the ___ to warm it up.,나는 피자를 따뜻하게 하기 위해 [[오븐]]에 넣었어요.,oven,Rearrange these letters!: V E N O,다음 글자들을 재배열 해보세요!: V E N O
"After the introduction, please add a ______ to elaborate your ideas.","도입 후에, 당신의 아이디어를 더 자세히 설명하기 위해 [[문단]]을 추가하세요.",paragraph,Rearrange these letters!: R A A P H R G A P,다음 글자들을 재배열 해보세요!: R A A P H R G A P
She picked a ___ from the tree.,그녀는 나무에서 [[배]]를 따었어요.,pear,It starts with 'p'!,p로 시작하는 단어예요!
The teacher gave one book ___ student.,선생님은 학생 한 명[[당]] 책을 나눠주셨어요.,per,Rearrange these letters!: R P E,다음 글자들을 재배열 해보세요!: R P E
She jogs 3 miles ___ day.,그녀는 하루에 3마일 [[마다]] 조깅해요.,per,Rearrange these letters!: E R P,다음 글자들을 재배열 해보세요!: E R P
The plumber connected the ___ to fix the leak.,배관공은 누수를 막기 위해 [[파이프]]를 연결했어요.,pipe,Rearrange these letters!: I P E P,다음 글자들을 재배열 해보세요!: I P E P
The boy learned to play the ___ after watching his father.,소년은 아버지를 따라 [[피리]]를 배웠어요.,pipe,It starts with 'p'!,p로 시작하는 단어예요!
"After dinner, he lit his ___ for relaxation.","저녁 식사 후, 그는 휴식을 위해 [[담뱃대]]를 사용했어요.",pipe,Rearrange these letters!: I P P E,다음 글자들을 재배열 해보세요!: I P P E
Many scholars analyze ___ to understand how governments operate.,많은 학자들이 정부가 어떻게 운영되는지 이해하기 위해 [[정치]]를 분석해요.,politics,"It involves government functions, policy debates, and public affairs.","정부의 기능, 정책 논쟁 및 공적 사안과 관련 있어요."
"After a long journey, the ship arrived at the ___ to unload its cargo.","긴 항해 후, 배는 화물을 내리기 위해 ___에 도착했어요.",port,It starts with 'p'!,p로 시작하는 단어예요!
It is ___ that she will be selected as the leader.,그녀가 리더로 선정될 [[유망]]해 보여요.,probable,It starts with 'p'!,p로 시작하는 단어예요!
