fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
They ___ me to study.,그들은 저에게 공부하라고 [[강요]]했어요.,push,It means to make someone do something.,누군가에게 어떤 행동을 하도록 만들 때 쓰는 단어예요.
The ___ moves the car.,그 [[추진]]가 차를 움직여요.,push,It is used to move things forward.,물건을 앞으로 옮길 때 사용해요.
He will ___ the door to close.,그는 문을 닫으려고 [[꼭 누르다]]어요.,push down,You use force to move something lower.,물건을 아래로 옮길 때 힘을 쓰는 거예요.
They must ___ the lever.,그들은 레버를 [[밀어뜨리]]했어요.,push down,It means to use force to lower something.,어떤 물건을 힘으로 낮추는 것을 말해요.
I ___ the book on table.,나는 책을 탁자에 [[두]]었어요.,put,You use this word when placing an item.,물건을 어딘가에 놓을 때 쓰는 단어예요.
I ___ my hat on.,나는 모자를 [[붙이다]]했어요.,put,You place an item somewhere.,어딘가에 물건을 놓아요.
I ___ milk in the bottle.,나는 우유를 병에 [[넣]]었어요.,put,You move something into a container.,무언가를 다른 곳에 옮길 때 쓰는 말이에요.
They ___ him in danger.,그들은 그를 [[위험에 빠트리다]]요.,put ~ in danger,It means to cause someone to be at risk.,다른 사람을 위험하게 만들어요.
I will ___ my old clothes.,나는 내 옛 옷들을 [[버리]]어요.,put aside,"When you no longer need something, you throw it away.",더 이상 필요하지 않은 물건을 없애는 행동이에요.
She ___ her coat for later.,그녀는 나중을 위해 코트를 [[치워놓]]했어요.,put aside,You move something away to save space.,물건을 치우고 공간을 만드는 행동이에요.
I ___ money for later.,나는 나중을 위해 [[저축]]해요.,put aside,You keep money for a later time.,나중을 위해 돈을 모은다는 뜻이에요.
She ___ her studies.,그녀는 공부에 [[노력을 기울였다]].,put effort into,"When you try hard to do well, you do this.",잘하려고 열심히 할 때 쓰는 표현이에요.
I usually ___ my homework.,나는 보통 숙제를 [[미루다]]해요.,put off,It means to do something later.,어떤 일을 나중에 하다.
He can ___ weight fast.,그는 몸무게가 [[증가]]했어요.,put on,"It means your body gets heavier, like when you eat too much.",너무 많이 먹어서 몸이 무거워지는 것을 말해요.
They will ___ a play.,그들은 연극을 [[상연]]해요.,put on,A play is shown by actors on stage.,배우들이 무대에서 연극을 보여줘요.
She will ___ her coat.,그녀는 코트를 [[입다]]했어요.,put on,"When you dress, you do this with your clothes.",옷 입을 때 하는 행동이에요.
I like to ____ salt in my food.,나는 음식에 소금을 [[첨가]]해요.,put on,It means to add something.,뭔가를 더하는 것을 말해요.
I ___ my sunscreen.,나는 선크림을 [[바르]]어요.,put on,You do this when you dress yourself.,옷을 입거나 화장품을 사용할 때 하는 행동이에요.
They ___ a notice on wall.,그들은 벽에 [[게시]]했어요.,put up,When you attach a notice on a wall.,벽에 공지를 붙일 때 하는 행동이에요.
They will ___ a tent.,그들은 텐트를 [[세우다]]요.,put up,It is used when you set a tent up.,텐트를 세울 때 쓰는 숙어예요.
They ___ the tent.,그들은 텐트를 [[세우]]었어요.,put up,It means to raise or set something in place.,무엇인가를 올리거나 세우는 뜻이에요.
She will ___ a poster.,그녀는 포스터를 벽에 [[붙이다]] 거예요.,put up,You use this when attaching something to a wall.,무언가를 벽에 붙일 때 쓰는 표현이에요.
She cannot ___ bad smells.,그녀는 나쁜 냄새를 [[참다]] 못해요.,put up with,It is what you do when you accept an unpleasant situation.,불편한 상황을 받아들일 때 하는 행동이에요.
She felt ___ by the joke.,그녀는 농담에 [[어리둥절해하는]] 표정을 지었어요.,puzzled,You feel this way when you do not understand something.,무언가를 이해하지 못할 때 느끼는 기분이에요.
I have a small ___.,나는 작은 [[양]] 있어요.,quantity,It tells how much of something there is.,어떤 것의 양을 나타내요.
The ___ rules the kingdom.,그 [[여왕]]가 왕국을 다스려요.,queen,A lady who rules a country.,한 나라를 다스리는 여자예요.
I ___ his honesty.,나는 그의 정직함을 [[의심]]해요.,question,You use this word when you are unsure if something is true.,어떤 것이 사실인지 확실하지 않을 때 이 단어를 사용해요.
He asked a ______.,그는 [[질문]]했어요.,question,It is something you ask to get an answer.,답을 얻기 위해 하는 말이에요.
The store has a ______ item.,가게에는 [[빨리 팔리는]] 물건이 있어요.,quick-selling,It describes an item that is sold very fast.,매우 빨리 팔리는 물건을 설명해요.
He finished ___ the race.,그는 경주를 [[빨리]] 마쳤어요.,quickly,It means doing something in a fast way.,빠른 속도로 행동하는 것을 말해요.
She ___ the baby.,그녀는 아기를 [[진정시키다]].,quiet,How do you calm a noisy room?,시끄러운 방을 조용하게 만드는 방법은?
The library is ___ today.,도서관은 오늘 [[조용]]해요.,quiet,It means there is little sound.,소리가 거의 없어요.
He worked ___ at night.,그는 밤에 [[조용히]] 일했어요.,quietly,You do it in a soft and calm manner.,부드럽고 차분하게 행동하는 것을 말해요.
She uses a ___ every winter.,그녀는 겨울마다 [[누비이불]]을 사용해요.,quilt,It keeps you warm when you sleep.,잠잘 때 몸을 따뜻하게 해줘요.
The ___ is cute and soft.,작은 [[토끼]]가 정원에 있어요.,rabbit,It is a small animal that hops.,작고 점프하는 동물이에요.
The heart ___ when running.,운동할 때 심장이 [[쿵쿵 뛰다]].,race,Your heart beats fast during exercise.,운동할 때 심장이 빠르게 뛴다는 뜻이에요.
He ___ to catch the bus.,그는 버스를 잡으려고 [[급히]] 갔어요.,race,You do this when you need to be very quick.,매우 빠르게 움직일 필요가 있을 때 쓰는 행동이에요.
Many countries value every ___.,많은 나라들이 모든 [[인종]]을 소중히 여겨요.,race,People belong to different groups.,사람들은 서로 다른 그룹에 속해요.
The ___ makes a lot of noise.,그 [[소란]]이 너무 크게 들려요.,racket,It is a loud noise you may hear in busy places.,바쁜 곳에서 들리는 큰 소음이에요.
She swings the ___ at the ball.,그녀는 공을 향해 [[라켓]]을 휘둘러요.,racket,You play tennis using this tool.,테니스를 할 때 사용하는 도구예요.
The ship uses ___ for navigation.,배는 [[레이더]]를 사용해 항해해요.,radar,It sends signals and listens for echoes to detect objects.,이 기기는 신호를 보내고 메아리를 들어 먼 물체를 찾아요.
She listens to the ___.,그녀는 [[라디오 방송국]]에서 음악을 듣습니다.,radio station,It is a place that sends music and news by air.,공중에 음악과 뉴스를 보내는 곳이에요.
They enjoyed ______ on the river.,우리는 강에서 [[래프팅]]했어요.,rafting,You ride a boat on rough water.,거친 물살에서 보트를 타요.
The ___ came from clouds.,구름에서 [[강우]]가 왔어요.,rainfall,It is water falling from the sky.,하늘에서 물이 떨어지는 것을 말해요.
I visited the ___.,나는 [[우림]]을 방문했어요.,rainforest,It is a forest with a lot of rain.,비가 많이 오는 숲이에요.
The gardener uses ___ for plants.,정원사는 식물에 [[빗물]]을 줘요.,rainwater,It is water that falls from the clouds.,구름에서 내려오는 물이에요.
He ___ first in the race.,그는 [[순위]]를 차지했어요.,rank,"When you do well, you have a high position.",잘하면 높은 위치에 있어요.
They ___ students by score.,그들은 학생들을 점수로 [[순위]]했어요.,rank,It is used when giving positions to items.,물건이나 사람들에게 순서를 붙일 때 쓰는 단어예요.
He earned a high ___.,그는 높은 [[등급]]을 받았어요.,rank,Rearrange these letters!: K A R N,다음 글자들을 재배열 해보세요!: K A R N
His ____ is higher today.,그의 [[계급]]이 올랐어요.,rank,It shows where you stand in a group.,그룹에서 당신이 어디에 있는지 알려줘요.
Her ___ is number one.,그녀의 [[순위]]는 첫 번째예요.,rank,It is a position in a list or order.,리스트나 순서에서의 위치예요.
They ___ on the stage.,그들은 무대에서 [[랩]]해요.,rap,It is a music style where you speak to a beat.,리듬에 맞춰 말을 하는 음악 스타일이에요.
I choose apples ___ oranges.,나는 사과를 [[대신에]] 오렌지를 선택해요.,rather than,It shows a choice instead of another.,한 가지 대신 다른 것을 선택할 때 사용해요.
The steak is ___.,스테이크는 [[날것]]이에요.,raw,It is food that is not cooked.,익히지 않은 음식을 말해요.
I ___ a book.,나는 책을 [[읽]]어요.,read,You do this when you enjoy a book.,책을 즐길 때 하는 행동이에요.
The door ___ 'EXIT'.,문에 [[적혀]] 'EXIT'라고 있어요.,read,"When you see a sign, it shows what is written.",간판에 뭐라고 써 있는지 알려주는 거예요.
The ___ loves books.,그는 책을 좋아하는 [[독자]]예요.,reader,This person enjoys reading books.,이 사람은 책 읽는 것을 좋아해요.
She is ___ for the exam.,그녀는 [[준비된]] 상태예요.,ready,You feel this when you are all set to go.,모든 준비가 다 끝났을 때 느끼는 상태예요.
I see the ___ around me.,나는 내 주위의 [[현실]]을 봐요.,reality,It means the way things truly are.,사물이 진짜 있는 모습을 말해요.
I ___ like it.,나는 [[정말로]] 좋아해요.,really,It makes the sentence stronger.,문장을 더 강하게 해줘요.
His ______ solved the mystery.,그의 [[추리]]가 범죄 해결에 도움 됐어요.,reasoning,It is a way to think clearly.,문제를 해결하기 위한 사고 방법이에요.
Detective used ___ to solve puzzle.,탐정은 [[추리]]를 사용해 수수께끼를 풀었어요.,reasoning,It is the thought process used to reach a conclusion.,문제를 해결하기 위해 생각하는 방법이에요.
She got her ____ after shopping.,그녀는 쇼핑 후에 [[영수증]] 받았어요.,receipt,You get this when you buy something.,무언가를 살 때 받는 종이에요.
I saw her ___.,나는 그녀를 [[최근에]] 봤어요.,recently,It describes a time not long ago.,오래되지 않은 시간을 말해요.
I like the ___ of music.,나는 음악의 [[녹음]]을 좋아해요.,recording,"When sound is captured, this is made.",소리를 담을 때 만들어지는 거예요.
We do ___ for our environment.,우리는 [[재활용]]을 해요.,recycling,It means using old things again to help our planet.,오래된 물건을 다시 사용해서 지구를 도와요.
He put bottles in the ______.,그는 병을 [[재활용 통]]에 넣었어요.,recycling bin,You use this container to store bottles and cans for reuse.,병과 깡통을 다시 사용하기 위해 모으는 곳이에요.
The apple is ___.,사과는 [[급진적인]] 색이에요.,red,It is the color of a ripe apple.,익은 사과에서 보이는 색이에요.
The ___ grows near water.,강가에 [[갈대]]가 자라요.,reed,It is a tall plant found near water.,물이 있는 곳에 자라는 키 큰 식물이에요.
I put food in the ______.,나는 음식을 위해 [[냉장고]]를 열어요.,refrigerator,It stores food and drinks cold.,음식과 음료를 차갑게 보관해요.
I received a ___ from the store.,저는 가게에서 [[환불]] 받았어요.,refund,You get money back when returning an item.,물건을 돌려보내면 돈을 다시 받는 거예요.
I sometimes ___ my mistake.,나는 가끔 내 실수를 [[후회]]해요.,regret,It means feeling sorry about a past action.,예전 행동 때문에 미안한 마음을 느끼는 것을 말해요.
He exercises ___ every day.,그는 매일 [[규칙]] 운동해요.,regularly,It means doing something the same way each time.,항상 같은 방법으로 한다는 뜻이에요.
She feels ___ after a long day.,그녀는 긴 하루 후에 [[느긋한]] 기분이에요.,relaxed,You feel calm and not stressed.,편안하고 스트레스 없는 느낌이에요.
He feels ___ after work.,그는 퇴근 후에 [[편안한]]해요.,relaxed,You feel free from stress and enjoy calm time.,스트레스 없이 평온한 상태를 느껴요.
My phone is very ___.,내 전화기는 매우 [[믿을 수 있는]].,reliable,It means you can trust someone.,누군가를 믿을 수 있다는 뜻이에요.
The nurse will ___ your pain.,간호사가 당신의 통증을 [[완화]]해요.,relieve,It means to make pain less.,통증이 덜 아프게 도와줘요.
The nurses ___ tomorrow.,간호사들은 내일 [[교대 근무하다]]해요.,relieve,This means to take over work for someone else.,한 사람이 다른 사람 대신 일을 할 때 쓰는 단어예요.
This pill will ___ your pain.,이 약은 당신의 통증을 [[없애주다]].,relieve,It means to make pain go away.,이 단어는 통증을 줄여줘요.
Medicine can ___ pain quickly.,약이 [[안심]]시켜요.,relieve,It makes you feel calm.,마음을 편하게 해줘요.
I ___ my parents every day.,나는 매일 부모님을 [[의지]]해요.,rely on,You trust someone when you need help.,도움이 필요할 때 누군가를 믿는 거예요.
Only ___ items are available.,사용 가능한 것은 [[남아있는]] 물건이에요.,remaining,It means something that is left after use.,사용 후에 남은 것을 말해요.
I ___ our picnic.,나는 우리의 피크닉을 [[기억]]해요.,remember,You use this word when you recall something from the past.,과거 일을 다시 떠올릴 때 쓰는 단어예요.
I booked a ___ car.,나는 [[임대]] 자동차를 예약했어요.,rental,You pay this fee to use something for a while.,어떤 물건을 일정 기간 사용하기 위해 내는 돈이에요.
I will ___ the money.,나는 돈을 [[갚]]을 거예요.,repay,It means to give back money.,돈을 다시 줘야 할 때 쓰는 말이에요.
He practices ___ every day.,그는 매일 [[반복]]해요.,repeatedly,It means to do something again and again.,어떤 일을 계속 하는 것을 뜻해요.
They will ___ the event.,그들은 사건을 [[보고]]했어요.,report,You tell others about something that happened.,일어난 일을 다른 사람에게 말하는 것이에요.
They will ___ the event.,그들은 행사를 [[보도]]했어요.,report,Rearrange these letters!: P O R T E R,다음 글자들을 재배열 해보세요!: P O R T E R
She read the ___.,그녀는 [[보고서]]를 읽었어요.,report,This is a document that tells what happened.,이것은 일어난 일을 말하는 문서예요.
The ___ covered the news.,그 사람은 [[기자]]예요.,reporter,This person tells news stories.,이 사람은 소식을 전해요.
She is our ___.,그녀는 우리의 [[대표]]예요.,representative,A person chosen to speak for a group.,한 그룹을 대신해 말하는 사람을 일컫는 단어예요.
The ___ helped customers at the store.,그 [[직원]]은 가게에서 고객들을 도왔어요.,representative,This person works in a shop to help customers.,가게에서 고객들을 돕는 사람이에요.
I met the ___ at the office.,회사에서 [[담당자]]를 만났어요.,representative,This is someone who speaks for a group.,어떤 그룹을 대표하는 사람이에요.
The ___ spoke at the meeting.,그 [[국회의원]]은 회의에서 말했어요.,representative,This person speaks for the people.,이 사람은 사람들을 대신해 말해요.
This picture is ___ of our town.,이 그림은 우리 마을의 [[대표하는]] 모습이에요.,representative,It describes something typical.,어떤 그룹의 전형적인 예를 말해요.
The artist made a ___ of the painting.,예술가는 그림의 [[복제]]를 만들었어요.,reproduction,It means making a copy of something.,무엇인가를 복사하는 것을 말해요.
Plants do ___ to create new life.,식물은 새로운 생명을 만들기 위해 [[생식]]해요.,reproduction,This is what happens when living things make new ones.,이것은 살아있는 것들이 새로운 개체를 만드는 과정이에요.
This nation is a ______.,이 나라는 [[공화국]]에요.,republic,This is a country where people vote.,사람들이 투표하는 나라에요.
The ___ is needed at school.,학교에서 [[필요한 것]]은 필요해요.,requirement,It is something necessary for school.,학교에 꼭 필요한 것이에요.
Every course has a ___ for students.,모든 과정에는 학생을 위한 [[요구사항]]이 있어요.,requirement,It is something needed for a course or task.,과정이나 일을 위해 필요한 것을 말해요.
The ___ works in a lab.,그 사람은 실험실에서 [[연구원]]으로 일해요.,researcher,This person studies to find new things.,새로운 것을 찾기 위해 공부하는 사람이에요.
The ___ lives in our house.,우리 집에 [[거주자]] 있어요.,resident,A person who lives in one place.,어디에 사는 사람을 말해요.
The ___ lives here.,이 동네에 [[주민]]이 살아요.,resident,It means a person who lives in a particular place.,특정한 곳에 사는 사람을 말해요.
They give ___ to their elders.,그들은 연장자들에게 [[고려]]를 보여요.,respect,"When you admire someone, you treat them well and listen.","다른 사람을 소중히 여기고, 잘 대하며 말을 들어요."
He gave his ___ after the call.,그는 전화 후에 [[응답]]했어요.,response,"When someone asks a question, you give this.",누군가 질문하면 이것을 해요.
My ___ is to help others.,내 [[책임]]은 다른 사람들을 돕는 것이다.,responsibility,It means you must take care of important duties.,중요한 일을 책임져야 함을 의미해요.
I ate at the ______.,나는 [[식당]]에서 먹었어요.,restaurant,Rearrange these letters!: T A R U N E R A S T,다음 글자들을 재배열 해보세요!: T A R U N E R A S T
They were ___ before the concert.,"콘서트 전, 그들은 [[들떠 있는]] 상태였어요.",restless,How do you feel when you cannot sit still?,가만히 있지 못할 때 느끼는 기분이에요?
He feels ____ during long waits.,그는 긴 시간을 기다릴 때 매우 [[가만히 있지 못하는]].,restless,It is the feeling when you cannot sit still.,앉아있기가 어려울 때의 느낌이에요.
The child felt ___ before bed.,그 아이는 밤에 [[불안한]] 표정을 지었어요.,restless,It means you feel uneasy and cannot relax.,편안하지 않고 가만히 있지 못해요.
I need the ___.,저는 [[화장실]]이 필요해요.,restroom,It is a place to use the toilet.,용변을 볼 수 있는 곳이에요.
I will ____ the book.,나는 책을 [[반납]]할 거예요.,return,You give back an item you borrowed.,빌린 것을 다시 주는 거예요.
I will ___ soon.,나는 곧 집에 [[돌아오]]어요.,return,You go back to a place you were.,이전에 있던 곳으로 다시 가요.
Our investment ___ is good.,우리 투자의 [[수익]]가 좋아요.,return,It means the profit you get from an investment.,투자로 얻는 이익을 말해요.
I need a ___ for my purchase.,나는 내 구매에 대한 [[환불]]을 원해요.,return,"When a store gives back your money, you get this.",가게에서 돈을 다시 주는 상황을 말해요.
My bag is ___.,내 가방은 [[재사용할 수 있는]] 거예요.,reusable,It can be used many times.,여러 번 사용할 수 있다는 뜻이에요.
We should ___ old jars.,우리는 오래된 항아리를 [[재사용]]해야 해요.,reuse,It means to use something again.,어떤 것을 다시 사용한다는 뜻이에요.
The ___ wrote about the film.,그 [[평론가]]가 영화에 대해 썼어요.,reviewer,They share their thoughts about films.,영화에 대한 생각을 공유해요.
They ___ her for hard work.,그들은 그녀에게 열심히 일한 것에 대해 [[보답]]해요.,reward,What do you earn for doing something good?,좋은 일을 하면 받는 것은 무엇일까요?
The music has ____. ,음악에는 [[리듬]]이 있어요.,rhythm,It is the beat you feel in a song.,노래에서 느끼는 박자예요.
The song is ___.,노래가 [[리듬이 있는]].,rhythmic,"It describes something with a steady, repeating beat.",규칙적이고 반복되는 박자가 있는 것을 말해요.
My friend is ___.,제 친구는 [[부유]]해요.,rich,It starts with 'r'!,r로 시작하는 단어예요!
This chocolate tastes ___.,이 초콜릿은 [[진한]] 맛이에요.,rich,It describes something with full flavor and color.,맛과 색이 진하게 느껴지는 상태를 말해요.
The cake is very ___.,케이크는 매우 [[풍부한]].,rich,It means having a very strong and deep flavor.,매우 진하고 깊은 맛이라는 뜻이에요.
She solved the ___ quickly.,그녀는 [[수수께끼]]를 빨리 풀었어요.,riddle,It is a fun puzzle that makes you wonder.,생각하게 만드는 재미있는 퍼즐이에요.
They love to ___ in summer.,그들은 여름에 [[자전거를 타다]]를 즐겨요.,ride a bike,It is what you do with a bicycle.,자전거를 가지고 하는 행동이에요.
Everyone has a ___.,모든 사람은 [[권리]]를 갖고 있어요.,right,It is what you have by law.,법에 의해 보장된 당신의 것을 의미해요.
The door is on the ___ side.,문은 [[오른쪽]]에 있어요.,right,It tells the direction that is not left.,왼쪽이 아닌 방향을 말해요.
Your answer is ____.,당신의 답은 [[맞는]]이에요.,right,You use it when your answer is not wrong.,정답일 때 쓰는 단어예요.
She gave a ___ answer.,그녀는 [[옳은]] 대답을 했어요.,right,This word is used when something is correct.,이 단어는 올바름을 말할 때 쓰여요.
This shirt is the ___ size.,이 셔츠는 [[적당한]] 크기예요.,right,It is used to say something is suitable.,적절하고 알맞은 상태를 나타내요.
I must go ______ now.,나는 [[바로]] 지금 가야 해요.,right,It means doing something without delay.,지체 없이 무언가 하는 것을 말해요.
He went ___ home.,그는 집에 [[곧바로]] 갔어요.,right,It means to do something without waiting.,뭐를 할 때 기다리지 않고 바로 한다는 뜻이에요.
She replied ______ to the question.,"그녀는 질문에 [[지금 즉시,당장]] 대답했어요.",right away,It means to do something immediately.,즉시 행동해야 할 때 쓰는 표현이에요.
The phone ___s during dinner.,전화가 [[울리]]어요.,ring,It is the sound a phone makes.,전화에서 나는 소리예요.
She wears a ___ on her hand.,그녀는 손에 [[반지]]를 차고 있어요.,ring,You wear it on your finger.,손가락에 끼는 보석이에요.
She made ___ for dinner.,그녀는 저녁으로 [[리조또]]를 만들었어요.,risotto,It is a creamy Italian rice dish.,이것은 부드러운 이탈리아 쌀 요리예요.
He competed with his ___.,그는 그의 [[경쟁자]]와 겨뤘어요.,rival,Rearrange these letters!: I L R A V,다음 글자들을 재배열 해보세요!: I L R A V
My ___ team lost the game.,내 [[경쟁하는]] 팀은 경기에서 졌어요.,rival,It means competing with others.,남과 경쟁한다는 뜻이에요.
The ___ is long.,이 [[강]]은 길어요.,river,It is a water body that flows.,물이 계속 흐르는 곳이에요.
I walked on the ___.,나는 [[길]]을 따라 걸었어요.,road,You drive on it to get to places.,차로 이동할 때 사용하는 곳이에요.
We ___ the coffee beans.,우리는 커피 원두를 [[굽]]어요.,roast,It is a way to cook food in an oven or over fire.,오븐이나 불에서 음식을 익혀요.
The ___ stole money.,그 [[강도]]가 돈을 훔쳤어요.,robber,He takes money without permission.,사람들의 돈을 허락 없이 가져가요.
I saw a ___ on TV.,나는 텔레비전에 [[로봇]]을 봤어요.,robot,It is a machine that works by itself.,스스로 작동하는 기계예요.
I study _______ at school.,나는 학교에서 [[로봇 공학]]을 공부해요.,robotics,It is about building and programming robots.,로봇을 만들고 조종하는 학문이에요.
The firm creates ___ products.,그 회사는 [[로봇식]] 제품을 만들어요.,robotics,It describes things that are like a robot.,로봇처럼 생긴 것을 나타내요.
The ______ designs robots.,그 [[로보공학자]]가 로봇을 설계해요.,robotics engineer,This person builds and repairs automatic machines.,이 사람은 자동으로 움직이는 기계를 만들고 고쳐요.
He found a ___ by the stream.,그는 계곡 옆에 [[바위]]를 찾았어요.,rock,It is a hard object found in nature.,자연에서 쉽게 볼 수 있는 단단한 물건이에요.
I like ___ music.,나는 [[록]] 음악을 들어요.,rock,It is a popular music style with electric guitars.,일렉트릭 기타로 연주되는 인기 있는 음악 종류예요.
They practiced ___ at the cliff.,그들은 절벽에서 [[암벽 등반]]했어요.,rock-climbing,It is a sport where you climb vertical rocks.,수직으로 솟은 바위를 오르는 스포츠예요.
The fisherman used a ___.,낚시꾼은 [[막대기]]을 사용했어요.,rod,"It is a long, thin stick.",이것은 길고 얇은 막대기예요.
She is a ___ for others.,그녀는 다른 사람들에게 좋은 [[본보기]]예요.,role model,They are a person others follow because of good actions.,다른 사람들이 좋은 행동을 보고 따라해요.
The ball may ___ from here.,공이 [[굴러가다]] 여기서 멀리 갔어요.,roll away,It is used when something spins and moves away.,어떤 물건이 돌며 멀어질 때 쓰는 표현이에요.
The toy will ___ the ramp.,장난감이 경사로에서 [[떨어지]]어요.,roll down,It means moving down by turning on a slope.,경사진 곳에서 굴러 내려가는 행동이에요.
He will ___ the window.,그는 창문을 [[내리]]어요.,roll down,It is what you do to lower a window by turning its handle.,창문 손잡이를 돌려서 내리는 행동이에요.
She rode the ___ at the park.,그녀는 공원에서 [[롤러코스터]] 탔어요.,roller coaster,It is a ride that goes very high and very low.,높았다 낮았다 하는 재미있는 놀이기구예요.
The movie is very ______.,그 영화는 매우 [[낭만적인]]이에요.,romantic,You can feel this when watching a love story.,사랑 이야기를 볼 때 느낄 수 있어요.
The ___ is clean.,이 [[방]]은 깨끗해요.,room,It is a space in a house.,집 안에 있는 공간이에요.
This ___ is big and bright.,이 [[공간]]은 넓고 밝아요.,room,It's a space inside a building.,건물 안의 공간이에요.
I have a ___ at home.,나는 집에 [[여지]]가 있어요.,room,It is a space in a building.,건물 안에 있는 공간을 말해요.
The ___ lives in a barn.,농장에 있는 [[수탉]]이 있어요.,rooster,It is a male chicken that crows.,농장에서 우는 수컷 닭이에요.
The table has a ___ shape.,탁자는 [[둥근]] 모양이에요.,round,Think of a ball's shape.,공의 모양을 생각해 보세요.
The game will start in one ___.,게임은 한 [[한 차례]] 안에 시작해요.,round,It means one time something happens.,어떤 일이 한 번 일어나는 것을 말해요.
I used a ___ to bundle my notes.,나는 내 노트를 묶기 위해 [[고무줄]]을 썼어요.,rubber band,It is a small elastic loop used to tie items together.,"이것은 물건들을 함께 묶기 위해 사용되는, 작은 신축성 있는 띠예요."
He spoke ______ to his teacher.,그는 선생님에게 [[무례하게]] 말했다.,rudely,How would you speak if you were not polite?,예의 없게 말할 때 어떤 말투일까요?
They played ___ at school.,그들은 학교에서 [[럭비]] 했어요.,rugby,It is a sport where you run with an oval ball.,타원형 공을 가지고 달리는 스포츠예요.
He used a ___ to measure.,그는 측정을 위해 [[자]]를 사용했어요.,ruler,It is a tool to draw a straight line.,곧은 선을 그릴 때 쓰는 도구예요.
The ___ rules the kingdom.,그 [[통치자]]는 왕국을 다스려요.,ruler,This person leads a country.,이 사람은 나라를 이끌어요.
A ___ spread among school friends.,학교 친구들 사이에 [[소문]] 퍼졌어요.,rumor,"People often talk about it, but it may not be true.","사람들이 자주 이야기하지만, 꼭 사실이 아닐 수도 있어요."
The river ___ to the sea.,강물이 바다로 [[흐르]]어요.,run,What does water do in a river?,강에서 물이 자연스럽게 움직이는 모습이에요.
They ___ in the park.,그들은 공원에서 [[달리]]어요.,run,You move fast by using your legs.,다리를 사용해 빠르게 움직여요.
I will ___ in the election.,나는 선거에 [[입후보]]해요.,run,It means you try to be chosen by voters in an election.,투표하는 사람들이 당신을 선택하도록 노력해요.
Tom ___ a small shop.,톰은 작은 가게를 [[운영]]해요.,run,You manage a shop or a company.,가게나 회사를 관리할 때 쓰는 말이에요.
The machine will ___ after repair.,기계는 수리 후에 [[돌아]]요.,run,It means a machine is working well.,기계가 잘 작동하는 것을 의미해요.
She ___ the car.,그녀는 자동차를 [[몰다]]어요.,run,It means to operate a vehicle or machine.,차량이나 기계를 작동시키는 행동이에요.
The film ___ at eight.,영화가 [[상영]]되었어요.,run,It means that a movie is shown in a theater.,영화관에서 영화가 보여지는 것을 말해요.
They ___ a small store.,그들은 작은 가게를 [[경영]]해요.,run,It means to operate or manage a business.,사업을 운영한다는 뜻이에요.
The play had a long ___.,이 연극은 [[장기공연]]예요.,run,It means a show that lasts many days at a theater.,극장에서 여러 날 동안 계속되는 공연을 말해요.
He scored a ___ last game.,그는 지난 경기에서 [[득점]]했어요.,run,It is a score when a player touches home base.,선수가 홈에 도착하면 얻는 점수예요.
The thief will ____ from the police.,도둑이 경찰에게서 [[달아나]]었어요.,run away,"When you feel scared, you leave quickly.",두려워서 빨리 떠나는 것을 의미해요.
I ___ my friend in town.,나는 동네에서 친구를 [[우연히 만나다]] 했어요.,run into,It means to meet someone by chance.,누군가를 우연히 만난다는 뜻이에요.
They may ___ problems now.,그들은 지금 [[맞닥뜨리]] 문제를 겪을 수 있어요.,run into,Sometimes you unexpectedly meet problems.,가끔 예상치 못하게 문제를 만날 때 쓰는 말이에요.
A car may ___ a truck.,자동차가 트럭과 [[충돌]]했어요.,run into,It happens when two things hit by accident.,두 물체가 우연히 부딪칠 때를 말해요.
They ___ water.,그들은 물이 [[다 떨어지]]었어요.,run out of,It means there is nothing left to use.,더 이상 쓸 것이 없다는 뜻이에요.
My nose is ___.,내 코가 [[콧물]] 나요.,runny,"When you have a cold, your nose leaks.",감기에 걸리면 코에서 물이 나요.
My nose is ____.,내 코가 [[콧물이 흐르는]] 상태예요.,runny,It describes when your nose leaks a lot.,코에서 액체가 많이 나올 때 사용해요.
She will ___ when help is needed.,"도움이 필요하면, 그녀는 [[즉시 달려가]]",rush over,"When there is an emergency, you quickly go there.","위급할 때, 빨리 그곳으로 가요."
They ___ the airport for their flight.,그들은 비행기를 타러 공항으로 [[달려가]] 갔어요.,rush to,You do this when you hurry to get somewhere fast.,어디로 빨리 가야 할 때 하는 행동이에요.
They speak ___ language.,그들은 [[러시아의]] 언어를 사용해요.,Russian,It describes something from a famous Eastern European country.,유명한 동유럽 나라의 것을 나타내요.
They ___ to help someone.,그들은 다른 사람을 돕기 위해 [[희생]]해요.,sacrifice,You give up something important to help others.,누군가를 돕기 위해 소중한 것을 포기하는 것이에요.
She feels ___ today.,그녀는 오늘 [[슬픈]] 기분이에요.,sad,How do you feel on rainy days?,비 오는 날 기분이 어떨까요?
The playground is __.,놀이터는 [[안전]]해요.,safe,It means you are not in danger.,위험하지 않음을 뜻해요.
He arrived ___ after the storm.,그는 폭풍 후에 [[안전하게]] 도착했어요.,safely,Do it in a way that avoids danger.,위험을 피하는 방식으로 행동해요.
Follow the rules for ___.,"규칙을 지키세요, [[안전]].",safety,It means being away from danger.,위험으로부터 보호받는 상태예요.
